subject,proficiency,word_type,word,acc,rt,version,data
subject_2,high,true_word,cloud,1,181.8450436225287,2023.2.3,20251002
subject_2,high,pseudoword,plenimate,1,271.9142577952932,2023.2.3,20251002
subject_2,high,non_word,qrn,1,320.1441285029505,2023.2.3,20251002
subject_2,high,non_word,txp,1,342.7580028626365,2023.2.3,20251002
subject_2,high,non_word,tdytt,1,321.32292225258124,2023.2.3,20251002
subject_2,high,pseudoword,noment,0,268.3622275134679,2023.2.3,20251002
subject_2,high,true_word,house,1,161.08160357240942,2023.2.3,20251002
subject_2,high,non_word,xkrskm,1,323.74178580638335,2023.2.3,20251002
subject_2,high,true_word,table,1,162.69398219917463,2023.2.3,20251002
subject_2,high,true_word,plant,0,189.94846654017155,2023.2.3,20251002
subject_3,low,non_word,xkrskm,1,599.9628955241199,2023.2.3,20251002
subject_3,low,true_word,apple,1,400.2615608349954,2023.2.3,20251002
subject_3,low,non_word,xtfbf,1,561.4732073166516,2023.2.3,20251002
subject_3,low,pseudoword,plenimate,1,516.7969328469887,2023.2.3,20251002
subject_3,low,true_word,table,1,430.0479771157482,2023.2.3,20251002
subject_3,low,non_word,qhxfs,1,574.9655373569973,2023.2.3,20251002
subject_3,low,true_word,cloud,1,408.8214514511644,2023.2.3,20251002
subject_3,low,true_word,table,1,428.76729792219544,2023.2.3,20251002
subject_3,low,pseudoword,drangle,1,482.00629053077193,2023.2.3,20251002
subject_3,low,pseudoword,stroof,1,483.8571326300067,2023.2.3,20251002
subject_3,low,non_word,zmdd,0,572.7636474085375,2023.2.3,20251002
subject_3,low,non_word,xtfbf,1,581.198727688812,2023.2.3,20251002
subject_3,low,pseudoword,stroof,1,512.2035986948304,2023.2.3,20251002
subject_3,low,non_word,zmdd,1,593.6889982253251,2023.2.3,20251002
subject_3,low,pseudoword,clembid,1,501.73155664218734,2023.2.3,20251002
subject_3,low,non_word,txp,1,575.5505577944235,2023.2.3,20251002
subject_3,low,true_word,house,1,400.53287997257775,2023.2.3,20251002
subject_3,low,pseudoword,drangle,1,499.5610224958216,2023.2.3,20251002
subject_3,low,non_word,tdytt,1,571.3431307736967,2023.2.3,20251002
subject_3,low,true_word,bread,1,432.97876288128924,2023.2.3,20251002
subject_3,low,non_word,xkrskm,1,568.3324442007446,2023.2.3,20251002
subject_3,low,true_word,apple,1,433.1339729599647,2023.2.3,20251002
subject_3,low,pseudoword,squank,1,482.3217034813328,2023.2.3,20251002
subject_3,low,pseudoword,glorp,1,513.8576634206216,2023.2.3,20251002
subject_3,low,true_word,house,1,401.498867588019,2023.2.3,20251002
subject_3,low,pseudoword,plenimate,1,514.8136558164027,2023.2.3,20251002
subject_3,low,pseudoword,noment,1,491.24592629344596,2023.2.3,20251002
subject_3,low,non_word,xzjhx,1,574.2362257360472,2023.2.3,20251002
subject_3,low,non_word,pxzb,1,562.4514425860066,2023.2.3,20251002
subject_3,low,non_word,xzjhx,1,595.3823859012358,2023.2.3,20251002
subject_3,low,true_word,river,1,402.5225321839145,2023.2.3,20251002
subject_3,low,true_word,smile,1,421.1690855094028,2023.2.3,20251002
subject_3,low,true_word,plant,1,407.13089516489816,2023.2.3,20251002
subject_3,low,non_word,pxzb,1,590.5868510967417,2023.2.3,20251002
subject_3,low,pseudoword,flicket,1,481.7891423070681,2023.2.3,20251002
subject_3,low,true_word,bread,0,428.7984834871375,2023.2.3,20251002
subject_3,low,true_word,plant,1,412.19674162672743,2023.2.3,20251002
subject_3,low,true_word,smile,1,412.2728804499018,2023.2.3,20251002
subject_3,low,pseudoword,clembid,1,513.3919621185252,2023.2.3,20251002
subject_3,low,pseudoword,flicket,1,511.6462560691036,2023.2.3,20251002
subject_3,low,true_word,music,1,401.1601723048252,2023.2.3,20251002
subject_3,low,non_word,txp,1,596.560955668,2023.2.3,20251002
subject_3,low,pseudoword,tremion,1,514.9531649448786,2023.2.3,20251002
subject_3,low,true_word,chair,1,400.9141275101005,2023.2.3,20251002
subject_3,low,true_word,cloud,1,402.2155266842263,2023.2.3,20251002
subject_3,low,non_word,qrn,1,563.914700751888,2023.2.3,20251002
subject_3,low,pseudoword,sprentle,1,501.8581348742176,2023.2.3,20251002
subject_3,low,non_word,tdytt,1,566.3967643156492,2023.2.3,20251002
subject_3,low,pseudoword,tremion,1,515.7313905427476,2023.2.3,20251002
subject_3,low,true_word,music,1,400.9756344144641,2023.2.3,20251002
subject_3,low,true_word,river,1,428.5087691411868,2023.2.3,20251002
subject_3,low,non_word,qhxfs,0,599.2213435221073,2023.2.3,20251002
subject_3,low,non_word,krsf,1,568.144904951185,2023.2.3,20251002
subject_3,low,non_word,qrn,1,576.0070095245104,2023.2.3,20251002
subject_3,low,pseudoword,noment,1,498.1138630078315,2023.2.3,20251002
subject_3,low,pseudoword,sprentle,1,500.08960635495083,2023.2.3,20251002
subject_3,low,true_word,chair,1,435.98766154620563,2023.2.3,20251002
subject_3,low,pseudoword,glorp,1,517.4556564542413,2023.2.3,20251002
subject_3,low,non_word,krsf,0,573.2128917193667,2023.2.3,20251002
subject_3,low,pseudoword,squank,1,510.31411982360504,2023.2.3,20251002
subject_4,high,pseudoword,clembid,1,270.45898750620785,2023.2.3,20251002
subject_4,high,true_word,house,1,172.5459217879151,2023.2.3,20251002
subject_4,high,pseudoword,squank,1,273.08458130105384,2023.2.3,20251002
subject_4,high,true_word,bread,1,189.96389510052853,2023.2.3,20251002
subject_4,high,non_word,tdytt,1,347.04187693591325,2023.2.3,20251002
subject_4,high,pseudoword,plenimate,1,277.35225135119754,2023.2.3,20251002
subject_4,high,pseudoword,sprentle,0,275.1763792580691,2023.2.3,20251002
subject_4,high,true_word,table,0,177.42361982160088,2023.2.3,20251002
subject_4,high,non_word,txp,1,324.61755154363954,2023.2.3,20251002
subject_4,high,pseudoword,stroof,1,253.8205058003191,2023.2.3,20251002
subject_4,high,true_word,apple,1,180.10303567368678,2023.2.3,20251002
subject_4,high,non_word,krsf,1,335.96412513735663,2023.2.3,20251002
subject_4,high,pseudoword,squank,1,258.36355405605315,2023.2.3,20251002
subject_4,high,true_word,music,1,175.2061194573769,2023.2.3,20251002
subject_4,high,true_word,cloud,1,184.17458665023528,2023.2.3,20251002
subject_4,high,pseudoword,glorp,1,279.2329861397528,2023.2.3,20251002
subject_4,high,non_word,xtfbf,1,320.882750885795,2023.2.3,20251002
subject_4,high,non_word,txp,1,354.1708782783169,2023.2.3,20251002
subject_4,high,non_word,tdytt,1,354.8970284498142,2023.2.3,20251002
subject_4,high,pseudoword,drangle,1,262.8001138423514,2023.2.3,20251002
subject_4,high,true_word,house,1,187.95923003347204,2023.2.3,20251002
subject_4,high,non_word,pxzb,1,325.40150987854173,2023.2.3,20251002
subject_4,high,true_word,music,1,169.04989079233704,2023.2.3,20251002
subject_4,high,non_word,xkrskm,0,322.33898145960313,2023.2.3,20251002
subject_4,high,true_word,cloud,1,169.22833548731188,2023.2.3,20251002
subject_4,high,non_word,qhxfs,0,330.0530877572841,2023.2.3,20251002
subject_4,high,true_word,plant,1,188.17116790762583,2023.2.3,20251002
subject_4,high,true_word,chair,1,164.50544554379115,2023.2.3,20251002
subject_4,high,non_word,pxzb,1,321.0939804746105,2023.2.3,20251002
subject_4,high,pseudoword,stroof,1,266.9692657872344,2023.2.3,20251002
subject_4,high,true_word,river,1,171.49988101111174,2023.2.3,20251002
subject_4,high,non_word,qhxfs,1,355.8274077299552,2023.2.3,20251002
subject_4,high,true_word,river,1,160.16350324862051,2023.2.3,20251002
subject_4,high,non_word,krsf,1,338.1786309125486,2023.2.3,20251002
subject_4,high,non_word,xtfbf,1,336.67811263719193,2023.2.3,20251002
subject_4,high,non_word,xzjhx,0,333.73217186964564,2023.2.3,20251002
subject_4,high,true_word,smile,1,198.12721021941465,2023.2.3,20251002
subject_4,high,true_word,chair,1,188.42673334454227,2023.2.3,20251002
subject_4,high,true_word,table,1,168.4039004979727,2023.2.3,20251002
subject_4,high,pseudoword,tremion,0,265.85833704345936,2023.2.3,20251002
subject_4,high,pseudoword,noment,1,273.828724012668,2023.2.3,20251002
subject_4,high,true_word,smile,1,175.7903588701241,2023.2.3,20251002
subject_4,high,pseudoword,plenimate,1,253.5049121442639,2023.2.3,20251002
subject_4,high,true_word,plant,1,177.76272222420076,2023.2.3,20251002
subject_4,high,non_word,xkrskm,0,338.4995639145001,2023.2.3,20251002
subject_4,high,non_word,zmdd,1,323.8492588738169,2023.2.3,20251002
subject_4,high,non_word,zmdd,1,333.46543969100765,2023.2.3,20251002
subject_4,high,non_word,qrn,1,336.18759347481193,2023.2.3,20251002
subject_4,high,pseudoword,glorp,1,260.06019770758456,2023.2.3,20251002
subject_4,high,pseudoword,clembid,1,254.60190320523284,2023.2.3,20251002
subject_4,high,pseudoword,noment,1,275.2165033327268,2023.2.3,20251002
subject_4,high,pseudoword,sprentle,1,241.5027023869164,2023.2.3,20251002
subject_4,high,pseudoword,tremion,1,263.49668963391866,2023.2.3,20251002
subject_4,high,non_word,qrn,1,325.50129727298537,2023.2.3,20251002
subject_4,high,non_word,xzjhx,1,356.53298358213,2023.2.3,20251002
subject_4,high,true_word,apple,1,166.673711402655,2023.2.3,20251002
subject_4,high,pseudoword,drangle,1,276.6701141626428,2023.2.3,20251002
subject_4,high,pseudoword,flicket,0,266.1038585064747,2023.2.3,20251002
subject_4,high,true_word,bread,1,169.97591440029203,2023.2.3,20251002
subject_4,high,pseudoword,flicket,1,254.80801066632085,2023.2.3,20251002
subject_5,low,true_word,chair,1,435.8195100391833,2023.2.3,20251002
subject_5,low,pseudoword,clembid,1,488.4879602134508,2023.2.3,20251002
subject_5,low,true_word,smile,1,438.5309075770318,2023.2.3,20251002
subject_5,low,non_word,tdytt,0,568.8675078866634,2023.2.3,20251002
subject_5,low,pseudoword,stroof,1,499.84915739271196,2023.2.3,20251002
subject_5,low,pseudoword,stroof,1,512.6496054071703,2023.2.3,20251002
subject_5,low,non_word,xkrskm,1,599.3610405154316,2023.2.3,20251002
subject_5,low,pseudoword,clembid,1,517.8416311995496,2023.2.3,20251002
subject_5,low,pseudoword,glorp,0,517.1891838451164,2023.2.3,20251002
subject_5,low,true_word,house,1,428.88114037170334,2023.2.3,20251002
subject_5,low,non_word,xzjhx,1,591.0607526537269,2023.2.3,20251002
subject_5,low,true_word,plant,1,411.0982538777111,2023.2.3,20251002
subject_5,low,true_word,house,1,406.41902907270526,2023.2.3,20251002
subject_5,low,true_word,apple,1,417.4390630014599,2023.2.3,20251002
subject_5,low,true_word,table,1,433.71028023054293,2023.2.3,20251002
subject_5,low,pseudoword,tremion,1,504.3681143646544,2023.2.3,20251002
subject_5,low,non_word,xkrskm,1,566.509556609604,2023.2.3,20251002
subject_5,low,non_word,xtfbf,1,599.9654655566137,2023.2.3,20251002
subject_5,low,non_word,pxzb,1,596.7978636142653,2023.2.3,20251002
subject_5,low,pseudoword,tremion,0,507.4620136608009,2023.2.3,20251002
subject_5,low,pseudoword,glorp,1,481.1671497789535,2023.2.3,20251002
subject_5,low,true_word,music,1,423.94995500548276,2023.2.3,20251002
subject_5,low,pseudoword,squank,1,513.4758782614197,2023.2.3,20251002
subject_5,low,non_word,qhxfs,1,578.4157100232391,2023.2.3,20251002
subject_5,low,true_word,cloud,0,415.8625993875459,2023.2.3,20251002
subject_5,low,true_word,music,1,439.2062126708872,2023.2.3,20251002
subject_5,low,non_word,pxzb,1,582.6833450902467,2023.2.3,20251002
subject_5,low,non_word,zmdd,1,565.406849835406,2023.2.3,20251002
subject_5,low,pseudoword,flicket,1,518.9445435544424,2023.2.3,20251002
subject_5,low,non_word,txp,1,566.5234815933022,2023.2.3,20251002
subject_5,low,true_word,river,1,415.5005324159856,2023.2.3,20251002
subject_5,low,true_word,apple,1,401.97568697447264,2023.2.3,20251002
subject_5,low,non_word,krsf,1,572.598562120488,2023.2.3,20251002
subject_5,low,true_word,cloud,1,422.21820960577145,2023.2.3,20251002
subject_5,low,non_word,txp,1,586.977327382477,2023.2.3,20251002
subject_5,low,non_word,qhxfs,1,585.991432335698,2023.2.3,20251002
subject_5,low,pseudoword,flicket,0,501.4729568178912,2023.2.3,20251002
subject_5,low,true_word,chair,1,439.32157354283174,2023.2.3,20251002
subject_5,low,pseudoword,noment,1,508.4334398472425,2023.2.3,20251002
subject_5,low,pseudoword,plenimate,1,493.59265370484934,2023.2.3,20251002
subject_5,low,pseudoword,drangle,1,507.5194761486672,2023.2.3,20251002
subject_5,low,pseudoword,squank,1,484.73454692254296,2023.2.3,20251002
subject_5,low,true_word,table,1,409.11863604129053,2023.2.3,20251002
subject_5,low,pseudoword,sprentle,1,519.9487194980104,2023.2.3,20251002
subject_5,low,true_word,bread,1,425.1308061030391,2023.2.3,20251002
subject_5,low,non_word,krsf,1,588.4707767680939,2023.2.3,20251002
subject_5,low,true_word,bread,1,430.244371235095,2023.2.3,20251002
subject_5,low,non_word,zmdd,1,560.0292599881794,2023.2.3,20251002
subject_5,low,true_word,plant,1,431.72836807928354,2023.2.3,20251002
subject_5,low,non_word,qrn,1,599.8020253178868,2023.2.3,20251002
subject_5,low,pseudoword,sprentle,0,488.56680428298534,2023.2.3,20251002
subject_5,low,non_word,qrn,1,578.1981678216366,2023.2.3,20251002
subject_5,low,pseudoword,drangle,1,486.98351176031605,2023.2.3,20251002
subject_5,low,true_word,river,1,402.3321929084423,2023.2.3,20251002
subject_5,low,non_word,xzjhx,1,591.7048540208237,2023.2.3,20251002
subject_5,low,non_word,tdytt,1,564.0216851042279,2023.2.3,20251002
subject_5,low,pseudoword,plenimate,1,508.6229862421774,2023.2.3,20251002
subject_5,low,true_word,smile,1,406.3414284668992,2023.2.3,20251002
subject_5,low,non_word,xtfbf,1,592.2130962795213,2023.2.3,20251002
subject_5,low,pseudoword,noment,0,487.85443624132046,2023.2.3,20251002
subject_6,high,pseudoword,plenimate,1,245.95264660390782,2023.2.3,20251002
subject_6,high,non_word,xtfbf,0,358.7334942304836,2023.2.3,20251002
subject_6,high,pseudoword,flicket,1,256.0961571347845,2023.2.3,20251002
subject_6,high,non_word,xtfbf,1,325.6299067295161,2023.2.3,20251002
subject_6,high,true_word,plant,1,193.4290468954432,2023.2.3,20251002
subject_6,high,non_word,krsf,0,344.9926304545779,2023.2.3,20251002
subject_6,high,true_word,cloud,1,160.5549442752732,2023.2.3,20251002
subject_6,high,non_word,xzjhx,1,359.1138500445555,2023.2.3,20251002
subject_6,high,non_word,pxzb,1,340.1107108513307,2023.2.3,20251002
subject_6,high,non_word,tdytt,1,328.42929585539576,2023.2.3,20251002
subject_6,high,non_word,qrn,1,321.50563856552776,2023.2.3,20251002
subject_6,high,non_word,zmdd,1,349.01107185847656,2023.2.3,20251002
subject_6,high,pseudoword,sprentle,1,262.9530760632714,2023.2.3,20251002
subject_6,high,true_word,apple,0,179.13068483211612,2023.2.3,20251002
subject_6,high,pseudoword,noment,1,269.9045168130036,2023.2.3,20251002
subject_6,high,non_word,zmdd,1,347.2312823334166,2023.2.3,20251002
subject_6,high,pseudoword,tremion,1,273.66621563395717,2023.2.3,20251002
subject_6,high,non_word,qhxfs,1,340.5214169934638,2023.2.3,20251002
subject_6,high,pseudoword,drangle,1,271.94098296155977,2023.2.3,20251002
subject_6,high,pseudoword,glorp,0,247.2714276577216,2023.2.3,20251002
subject_6,high,non_word,qrn,1,355.0044041887221,2023.2.3,20251002
subject_6,high,pseudoword,stroof,1,254.5073769990691,2023.2.3,20251002
subject_6,high,pseudoword,flicket,0,267.75148116454756,2023.2.3,20251002
subject_6,high,non_word,xkrskm,1,355.4325356778892,2023.2.3,20251002
subject_6,high,true_word,chair,1,178.04179389345947,2023.2.3,20251002
subject_6,high,pseudoword,plenimate,1,259.8575646026444,2023.2.3,20251002
subject_6,high,pseudoword,squank,1,258.31628246178997,2023.2.3,20251002
subject_6,high,pseudoword,clembid,1,261.43808790809567,2023.2.3,20251002
subject_6,high,non_word,xzjhx,1,347.7725036861533,2023.2.3,20251002
subject_6,high,true_word,music,1,193.21664023725174,2023.2.3,20251002
subject_6,high,pseudoword,glorp,1,254.5199277896865,2023.2.3,20251002
subject_6,high,non_word,txp,1,356.4268515701479,2023.2.3,20251002
subject_6,high,true_word,cloud,1,181.8147553752628,2023.2.3,20251002
subject_6,high,true_word,house,1,199.46928620817874,2023.2.3,20251002
subject_6,high,pseudoword,noment,1,277.3094671352097,2023.2.3,20251002
subject_6,high,pseudoword,clembid,1,244.32614724005984,2023.2.3,20251002
subject_6,high,true_word,river,1,194.69797559799645,2023.2.3,20251002
subject_6,high,true_word,bread,1,199.5866767868686,2023.2.3,20251002
subject_6,high,pseudoword,tremion,1,269.99353265138296,2023.2.3,20251002
subject_6,high,true_word,music,1,187.1869640081488,2023.2.3,20251002
subject_6,high,true_word,smile,1,195.36395306785818,2023.2.3,20251002
subject_6,high,true_word,chair,0,186.68560327267676,2023.2.3,20251002
subject_6,high,non_word,txp,1,359.62147184126815,2023.2.3,20251002
subject_6,high,non_word,qhxfs,1,335.5527862517126,2023.2.3,20251002
subject_6,high,non_word,tdytt,0,345.0572359522232,2023.2.3,20251002
subject_6,high,true_word,apple,1,195.1545638544075,2023.2.3,20251002
subject_6,high,true_word,river,1,164.8043215878575,2023.2.3,20251002
subject_6,high,pseudoword,sprentle,1,250.83456768920593,2023.2.3,20251002
subject_6,high,true_word,plant,1,198.07115694475084,2023.2.3,20251002
subject_6,high,true_word,house,1,171.03060757965446,2023.2.3,20251002
subject_6,high,true_word,smile,1,163.18825152233615,2023.2.3,20251002
subject_6,high,non_word,pxzb,1,328.40530213655245,2023.2.3,20251002
subject_6,high,non_word,xkrskm,1,332.8459107263684,2023.2.3,20251002
subject_6,high,pseudoword,drangle,1,256.3981757194843,2023.2.3,20251002
subject_6,high,non_word,krsf,1,326.6077543892754,2023.2.3,20251002
subject_6,high,true_word,bread,1,187.5383567196381,2023.2.3,20251002
subject_6,high,pseudoword,squank,1,269.0796643971138,2023.2.3,20251002
subject_6,high,true_word,table,1,183.2776331511833,2023.2.3,20251002
subject_6,high,pseudoword,stroof,1,248.25231595326449,2023.2.3,20251002
subject_6,high,true_word,table,1,162.7134750308539,2023.2.3,20251002
subject_7,low,non_word,pxzb,1,566.8141347537065,2023.2.3,20251002
subject_7,low,pseudoword,squank,1,491.0025997013822,2023.2.3,20251002
subject_7,low,true_word,house,1,418.34522689021486,2023.2.3,20251002
subject_7,low,pseudoword,squank,1,490.6508980140925,2023.2.3,20251002
subject_7,low,non_word,krsf,1,565.6909803358003,2023.2.3,20251002
subject_7,low,true_word,music,1,422.6420909448688,2023.2.3,20251002
subject_7,low,pseudoword,drangle,1,516.6968444770292,2023.2.3,20251002
subject_7,low,pseudoword,glorp,1,518.5969759386368,2023.2.3,20251002
subject_7,low,true_word,bread,1,438.71503750031076,2023.2.3,20251002
subject_7,low,non_word,zmdd,1,582.7835776243844,2023.2.3,20251002
subject_7,low,pseudoword,flicket,1,513.6117253742723,2023.2.3,20251002
subject_7,low,true_word,bread,1,419.6692715399295,2023.2.3,20251002
subject_7,low,non_word,xkrskm,0,575.0055450056531,2023.2.3,20251002
subject_7,low,non_word,xtfbf,1,580.7610788333482,2023.2.3,20251002
subject_7,low,true_word,cloud,1,433.8376825357183,2023.2.3,20251002
subject_7,low,true_word,chair,1,438.94592920221567,2023.2.3,20251002
subject_7,low,non_word,xkrskm,0,590.2371377502601,2023.2.3,20251002
subject_7,low,non_word,qhxfs,1,598.9147088467781,2023.2.3,20251002
subject_7,low,non_word,tdytt,1,593.108010371516,2023.2.3,20251002
subject_7,low,pseudoword,noment,1,489.26685525442144,2023.2.3,20251002
subject_7,low,true_word,smile,0,405.5165070551697,2023.2.3,20251002
subject_7,low,non_word,qrn,1,567.4319770303063,2023.2.3,20251002
